id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
6I39SfIGRFRBHrzcGhumrK,Deilige Malena,12,143240,0,['Smalhans'],['13w4IWUx65Lx2SIF4IIQTD'],1981-01-01,0.758,0.697,0,-6.909,1,0.0689,0.577,4.41e-06,0.0461,0.967,84.478,4
3vMIAawCfJdR6A86JGqLc5,4AM,52,290027,0,['Melanie Fiona'],['4O2YL4ygn6eTBC0w1hyWUM'],2012-01-01,0.467,0.445,0,-7.155,0,0.0448,0.628,0.0,0.0798,0.344,128.399,4
7C9EN9DLpudZPcYBCqQ0Z4,Tata,14,214387,0,['Super Tezkej Pokondr'],['3NWIH3g1oLHoWSvlp3srWy'],1999-11-25,0.59,0.657,5,-9.035,0,0.0416,0.101,0.0,0.117,0.828,200.041,4
1QcVACki0Jfgi22KqobAFX,Lejanía,59,234217,0,"['Ryan Castro', 'Blessd']","['7j6DKwmjbxvpQO8h914uEz', '1TA5sGRlKUJXBN4ZyJuDIX']",2020-11-27,0.55,0.518,9,-6.969,0,0.205,0.171,0.0,0.111,0.381,165.85,4
7JJ1NHjQ6ObYWLk1OnFyde,Para Sayo,41,253280,0,['Parokya Ni Edgar'],['2XHTklRsNMOOQT56Zm3WS4'],2014-03-16,0.406,0.731,4,-5.828,1,0.0516,0.068,1.14e-06,0.0804,0.601,87.424,4
4PKzf0THjE9AJc1JeMQEeW,Oras Ir Vanduo,35,195000,0,['Jessica Shy'],['0CinAWYkte8opxVAPI3nMu'],2020-10-28,0.73,0.797,1,-4.618,0,0.03,0.00772,0.000239,0.107,0.242,128.006,4
0GSlBtfiv5NhdVKhlN4YEV,Cha cha cha,13,194133,0,['Irwin Goodman'],['2tHIsowfInSrlyGfsOKwvE'],1978,0.742,0.512,2,-13.896,1,0.0707,0.308,4.16e-06,0.0876,0.897,120.558,4
3K2h1YtEoTSqTyMzvjTTbT,How Will I Know - Dance Remix,33,393520,0,"['Whitney Houston', 'John ""Jellybean"" Benitez']","['6XpaIBNiVzIetEPCWDvAFP', '6ZDEifi23rP9tGuNWUqQEw']",1986-11-01,0.932,0.61,1,-9.624,1,0.0494,0.089,0.000537,0.489,0.661,119.13,4
0nd93Qww0uuO0ih2sDWIqy,Notre histoire,24,239213,0,['Johnny Hallyday'],['2HALYSe657tNJ1iKVXP2xA'],1999-09-10,0.4,0.533,3,-6.602,0,0.0291,0.1,0.000283,0.0888,0.0845,127.005,4
1R3qEUwwggtivCYBD5uNkD,"Symphony No.1 In C Minor, Op.68: 1. Un poco sostenuto - Allegro - Meno allegro",28,802000,0,"['Johannes Brahms', 'Berliner Philharmoniker', 'Herbert von Karajan']","['5wTAi7QkpP6kp8a54lmTOq', '6uRJnvQ3f8whVnmeoecv5Z', '5zCaQxjl110XTrm4LQ1CxY']",1987-01-01,0.253,0.162,0,-15.928,0,0.0394,0.934,0.939,0.119,0.0604,115.664,3
5kLCC1MMxOACV632KrSAS3,"Poupée de cire, poupée de son",42,149267,0,['France Gall'],['22HVxZPA6UhBp8wahxDA6I'],2002-01-01,0.534,0.604,1,-8.109,1,0.0304,0.582,8.13e-06,0.177,0.784,147.827,3
4fmj7Cd2q5QDfPhoCIcpM9,不要再提我的名字,13,243160,0,['SKY WU'],['7pAOT0acNprtWarxvyM5LZ'],1990-07-01,0.503,0.362,8,-12.188,1,0.0273,0.24,0.000564,0.117,0.166,135.869,4
2yplBWYwmScixV1cIRcvBW,Happy End,37,216120,0,['Para Normal`nykh'],['5lZSptDvBbWUlUFCuGIA4x'],2007,0.546,0.455,4,-9.651,0,0.0264,0.436,0.0,0.0774,0.296,141.921,4
30DgTUYwDEuD6QXvKtDCxW,Un Dia Como Hoy (Reggae Romantico),23,218027,0,['Kathy'],['4nMDQek5NgAd5V9EkLWqzz'],2008-01-01,0.696,0.655,5,-7.504,1,0.047,0.0148,3.41e-05,0.0439,0.961,167.972,4
7b7VpG2OzkPaVuFBnN83tS,Carinhoso,4,158938,0,"['Carolina Cardoso de Menezes', 'Garoto']","['2FxEcJpBlpUgS1JsS1ThJY', '5m3gnxcM2reIB8tyTtx8vC']",1944-12-12,0.618,0.46,1,-10.819,1,0.0398,0.896,0.814,0.173,0.918,82.109,4
4iVeWdclpv1bRUXFPu5fwr,Featherlight,37,316795,0,['GusGus'],['5sL9uDMwceYHPknnCLAAwJ'],2018-02-23,0.556,0.753,10,-11.173,0,0.057,0.129,0.856,0.156,0.152,175.493,3
0s0ctQPeI7AIpIdneuTiZt,Tropical Melons,19,377427,0,['2000 And One'],['030NUgrxJxZPLc7cXUhgvD'],2009-04-13,0.767,0.872,2,-7.374,0,0.0515,0.002,0.881,0.041,0.706,130.022,4
6M6Wf9AL0ZmbiQFH8z6RPb,Set Me Free,30,238733,0,['Sweet'],['3JaAGmSTpJK35DqWrDUzBz'],1974-04,0.417,0.964,4,-4.052,1,0.118,0.0086,0.123,0.0917,0.434,126.107,4
7vXKmC0gv1jnWun0wVEhdI,Cinta 2 Hati,43,266107,0,['Afgan'],['4cgBCGxtlfap2g6jveB7du'],2010-04-01,0.458,0.35,0,-6.481,1,0.0256,0.336,0.0275,0.084,0.0839,64.58,4
1f2eEyuZI8sytxMTKA8wXM,Du & ich,44,198080,0,['Dame'],['2XNo6k4LqlZlM5sj0wKReo'],2012-12-12,0.799,0.768,0,-4.979,1,0.126,0.0472,0.0,0.0585,0.764,102.97,4
0vr3djIrW0DounkPXN6tXn,Altatás,8,180240,0,['Beatrice'],['6ID325L4HFt3kZN5B1RhRn'],1988-10-01,0.539,0.862,7,-8.228,1,0.0672,0.101,0.0,0.282,0.685,167.348,4
2TajSezbrdFdex9g5L6wo9,Flex,47,230693,0,['Mad Cobra'],['56MDhktp7hO6MqKCS9rSXT'],2002,0.725,0.664,1,-5.596,1,0.107,0.617,0.0,0.347,0.738,154.16,3
00KfIFi2TpAaQGPbRbFbKJ,IN MY REMAINS,62,200693,0,['Linkin Park'],['6XyY86QOPPrYVGvF9ch6wz'],2012-06-20,0.553,0.907,9,-5.623,0,0.0484,0.00401,0.0,0.266,0.451,100.967,4
7bwh1uX19XQPrb30P9ClkM,happypeople,21,223707,0,['Skoop On Somebody'],['0h4DzoOz1OlX7uJ8itsBIw'],2002,0.776,0.852,7,-6.429,1,0.0485,0.0481,0.0,0.349,0.795,110.112,4
6bfIvFOTBk15SkIc84O59b,Titanium Expose,33,386067,0,['Sonic Youth'],['5UqTO8smerMvxHYA5xsXb6'],1990-01-01,0.242,0.817,8,-11.399,1,0.0747,0.521,0.673,0.37,0.151,136.733,4
7iOebgLNEGZu6jRp9upZdx,Singende Bataillone 2. Teil,0,166075,0,['Carl Woitschach'],['6l0DqDR1JBNMgVfWCwxgs2'],1928,0.618,0.18,5,-14.288,1,0.0402,0.99,0.96,0.183,0.802,120.22,4
2bDNedM4lTAl4P2mfqoh8e,Airpods,60,132077,0,['Astrid S'],['3AVfmawzu83sp94QW7CEGm'],2020-10-16,0.872,0.462,11,-10.043,0,0.185,0.344,0.000809,0.352,0.589,100.03,4
7aJ9Suln8NuOpISIBYHFPK,Alleria - Remastered 2008,7,192200,0,['Pino Daniele'],['2eFv7NVs8R6Go7msuqikeg'],2008-01-01,0.508,0.327,9,-8.084,1,0.0325,0.929,0.00126,0.106,0.223,119.919,4
73U1EKuE27rTCUxjKdgzlX,The Sounds of the Universe Coming in My Window,2,197933,0,"['Jack Kerouac', 'Steve Allen']","['6rkTjnYzrPQ4nQ0TAYIwBC', '0e8WTsKHdhxtwPgT8gdQ1a']",1959-02-03,0.736,0.502,6,-6.35,1,0.483,0.977,0.0,0.179,0.543,101.527,1
7r4BWBoer6xgFoVv0EFqyc,"Piano Concerto No. 2 in C Minor, Op. 18: II. Adagio sostenuto",36,713000,0,"['Sergei Rachmaninoff', 'Arthur Rubinstein', 'Fritz Reiner']","['0Kekt6CKSo0m5mivKcoH51', '5N1GUHhFMRFFgMTjSOJDb9', '4nsMLwMcViXAqwTLJ71y8i']",1999-10-12,0.149,0.0429,4,-26.37,1,0.0395,0.987,0.922,0.0863,0.04,63.731,3
30OJw2Y1s88Pv3sgpoiTkq,"Requiem, KV. 626: III. Sequentia - Tuba mirum",0,235240,0,"['Wolfgang Amadeus Mozart', 'Bruno Walter']","['4NJhFmfw43RLBLjQvxDuRS', '1p4YAX8Nh6LiW3uPd49oAR']",1954,0.193,0.149,10,-17.681,1,0.0482,0.987,0.002,0.128,0.15,170.297,5
50QgdKkqg89XGVyYonD1iP,Bullitt - Main Title,29,128893,0,['Lalo Schifrin'],['39iHRO9MH9To3gjW7wqaW1'],1968,0.435,0.287,0,-15.905,1,0.0558,0.535,0.00244,0.0783,0.681,81.218,3
5YRqSgrgqLDFKvGrmzVtJl,Goyang Inul,29,342667,0,['Inul Daratista'],['2uA6BxXJZe4DfGJzuZUxEM'],2004-01-01,0.574,0.783,2,-7.447,0,0.059,0.112,2.44e-06,0.191,0.68,179.698,4
6wXhH8qz7SicGA9PoF4Yxh,Cred Că M-Am Îndrăgostit,16,173320,0,['Latin Express'],['0RvwhmozbpmZWMxZA26tGT'],1999-07-27,0.71,0.667,5,-8.834,1,0.177,0.316,0.0,0.175,0.791,115.127,4
4r7cR58sSBRmBSVd9DBI9d,แล้วแต่วาสนา,9,220067,0,['อ๊อด โอภาส ทศพร'],['2uKRrnO8HG0NnejkUxx5MN'],1992-11-01,0.489,0.514,5,-11.507,1,0.0343,0.365,0.0,0.112,0.542,161.082,4
0UMaqPntFC8dFOc7p3Iefj,HUTS,54,228337,1,"['The Blockparty', 'Esko', 'Mouad Locos', 'JoeyAK', 'Young Ellens', 'Chivv']","['1zmmIiBBODh2QxbdUqYbdU', '0rQ69yrbz7CeUmXUn1beIj', '0FwFGRp5bp9KWyPiCI1CYX', '4iCzh7b2cLbHVsPOwhr8W0', '0SuC1Z51R9kleDO1pj3Gub', '2hBfmHHnM4dS4pJgEJENCg']",2018-11-09,0.745,0.573,1,-6.811,1,0.344,0.032,0.0,0.288,0.683,95.128,4
5DKHs7smetFEvI8ZxLRgiR,Jag Och Jag Och Jag - Live 2007,0,293267,0,['Trettioåriga Kriget'],['1ipWSA4QSeDPzdML4dxniT'],2008-11-18,0.412,0.26,9,-14.444,0,0.0414,0.66,0.000386,0.208,0.0888,122.787,1
0ihi06naIlWfRm2IV5Cwgm,Pimpeo,53,169770,0,['Mambo DJ'],['0Qdqf4cdxeMnSXZyCUo6d9'],2019-03-19,0.88,0.63,11,-4.616,0,0.117,0.0361,0.0,0.462,0.53,94.988,4
4XkpqtlHhIbE4Bj74CGW35,Lonesome and sorry,0,184007,0,"['Jean Goldkette & His Orchestra', 'Jean Goldkette']","['09WvGVHH64IvICUkNSh4S8', '2rtPSgv5K948tiLuIFkXMQ']",1926,0.581,0.21,10,-12.713,1,0.0305,0.944,0.276,0.0941,0.704,111.817,4
6HgOGjp5nSO0NXfqrFwIDU,Alo,25,261067,0,['Mert Ekren'],['1cPJcMjNPEBrWttVJea5fX'],1999,0.72,0.955,10,-8.412,1,0.052,0.137,0.00744,0.193,0.821,119.976,4
6mUJGKqlUcWLnj3wqOnjIB,Solo,25,249867,0,['Ekhymosis'],['4gOoiVWzfjPtXK3ohuEy0M'],1997-01-01,0.614,0.655,6,-7.899,1,0.0283,0.229,0.0,0.126,0.235,130.099,4
6c6FjMORZiaNyjE8DdyVwg,I'll Be Glad When You're Dead,2,193450,0,['Louis Armstrong Orchestra'],['3kxKEf21b0e023r7Uvk5nq'],1931-01-01,0.755,0.245,8,-14.286,1,0.101,0.991,0.0115,0.134,0.827,110.066,3
5MPaHxi6OEy4fONENMppzE,"Battery (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",30,231880,0,['Metallica'],['2ye2Wgw4gimLv2eAKyk1NB'],1986-03-03,0.312,0.986,0,-9.717,1,0.0623,0.131,0.903,0.611,0.152,95.861,4
2VNjWwKlOWU5qqKa5EquLW,Kahit Pa,53,235952,0,['Hale'],['6Ww3OMFzCaO33ulKh1LBFN'],2005,0.393,0.797,4,-5.736,1,0.0434,0.276,0.000299,0.162,0.575,148.328,4
1QbY9VJjkGS9GinD2SvLhL,Uspávanka,18,366576,0,"['Vladimír Václavek', 'Iva Bittová']","['6eSsmDUYGEmcdro8fQzMUN', '6nqfL5IiBY4ouClK4rjTn6']",1997,0.597,0.25,0,-12.213,1,0.0589,0.719,0.000578,0.103,0.679,141.054,1
6deoiqtq48zHVXN0wU4rax,Rumo á Goiânia,41,240413,0,['Leandro & Leonardo'],['0qHOVLCmMmMgk9l3GsgmUB'],1998-06-01,0.617,0.76,11,-5.446,1,0.0302,0.348,0.0,0.244,0.899,77.688,4
1El8uou2c6dYcJZODELayJ,"Don Giovanni, K. 527 / Act 2: ""Sola, sola in buio loco""",1,493387,0,"['Wolfgang Amadeus Mozart', 'Lisa della Casa', 'Fernando Corena', 'Anton Dermota', 'Suzanne Danco', 'Hilde Gueden', 'Walter Berry', 'Wiener Philharmoniker', 'Josef Krips']","['4NJhFmfw43RLBLjQvxDuRS', '4ozpyL0BMzhqUDa98bISQE', '4szVIYS0W4GAtsNY2mUQOp', '6mFZf0v0m9wSfTRokm5mAp', '7A2RBYIMeMCgkjUIhzm5ZI', '6wC8AF31dHArqcz5j0QDJB', '5Sv7K5dTZGilfyrxYIFVSJ', '003f4bk13c6Q3gAUXv7dGJ', '55ZzUX5aeX7bKQyRMsQMbG']",1955-01-01,0.391,0.21,3,-15.817,1,0.0474,0.969,0.000203,0.851,0.179,123.599,4
19b26QuEa49ky9M9c7fKKS,"I Love You, You Love Me (Barney",34,77920,0,['Bobby Morganstein'],['29sbP2tFtkeAYNJgCoXm6F'],1994-01-02,0.453,0.0985,4,-13.977,0,0.0335,0.294,0.0,0.0774,0.307,89.647,4
5dao4fg11b8udWiLFiXJFx,Seribu Tahun,53,233573,0,['Imran Ajmain'],['6RwVCUG6anzF4HiiIKMFWV'],2006-10-28,0.306,0.35,11,-9.376,1,0.0273,0.088,1.47e-06,0.13,0.139,83.843,4
14zD7Asl5DkUgA5nIZ0Fk1,Sajan Sun Sapne Ki Baat,0,221843,0,['Vinayak Rao'],['55Bhg9whXCGHZQitBhpvpQ'],1937-12-31,0.365,0.122,3,-19.179,1,0.0614,0.995,0.89,0.124,0.198,65.063,3
09oKFtpvY7iJ1p2Bw3QWPJ,Thinkin' of You - 2008 Remaster,3,128187,0,"[""Herman's Hermits""]",['48YxSlb23RAaCd4RyHcV9V'],2008-08-04,0.562,0.597,9,-7.092,1,0.0313,0.439,0.0223,0.132,0.932,149.966,4
6jXPZid0KLorvgIDP6TiSo,God's Gonna Cut You Down,62,158573,0,['Johnny Cash'],['6kACVPfCOnqzgfEF5ryl0x'],2006-01-01,0.618,0.484,5,-8.229,0,0.127,0.875,4.31e-05,0.115,0.834,82.317,4
2ZwGjvJg3Bv3fYcS7grFfC,Sun Is Up - Play & Win Radio Edit,32,226533,0,['INNA'],['2w9zwq3AktTeYYMuhMjju8'],2011-01-01,0.805,0.878,0,-3.936,0,0.0511,0.0778,0.305,0.0651,0.635,127.995,4
33BnSMHgX0AsbKSIbkuMwh,Limit To Your Love,56,276720,0,['James Blake'],['53KwLdlmrlCelAZMaLVZqU'],2011-01-01,0.775,0.281,10,-10.216,0,0.096,0.549,0.242,0.0941,0.0398,139.949,4
0ABNJ6silC7NHkocdiUxTF,Dil Men Hamare Aag Lagakar,0,181975,0,['Lata Mangeshkar'],['61JrslREXq98hurYL2hYoc'],1953-01-01,0.256,0.217,6,-13.404,1,0.05,0.995,0.914,0.472,0.654,70.806,4
2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,79,259947,0,['The Beatles'],['3WrFJ7ztbogyGnTHbHJFl2'],1969-09-26,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,4
19qOv1YgSJfywl0In1gJnK,Comme si je devais mourir demain,13,167293,0,['Johnny Hallyday'],['2HALYSe657tNJ1iKVXP2xA'],1972-06-28,0.422,0.439,4,-9.054,0,0.0375,0.591,1.38e-06,0.109,0.548,102.456,4
1EQZDUFKuxvt8Ljvrg3hmI,On a High,41,218000,0,['Duncan Sheik'],['3AO6RTDA16mg8czQI5Y9K0'],2002,0.726,0.657,4,-5.297,1,0.0388,0.00341,1.46e-05,0.138,0.722,122.079,4
03QV2UiDSXcquQm94Syn4x,Que Viva la Joda,42,184608,0,['Japiaguar'],['3yj43IXk2ADWZ9y6Q2oRMK'],2016-04-07,0.819,0.748,0,-7.04,1,0.0399,0.0413,0.0,0.0948,0.896,95.032,4
53W0AL4qdOb5IpCxJM4AdE,Red Mosquito,40,242733,0,['Pearl Jam'],['1w5Kfo2jwwIPruYS2UWh56'],1996-08-06,0.17,0.738,5,-6.678,1,0.0517,0.25,0.000906,0.15,0.352,173.28,3
4TkGAijvnbikjIBsB1i9o4,Changing Tides,26,175760,0,['The Ventures'],['2GaayiIs1kcyNqRXQuzp35'],1963-01-01,0.467,0.467,9,-12.958,0,0.0354,0.0743,0.0232,0.472,0.515,107.088,4
4J4P0eAUc8L5AYCjFaqO55,Unutamayız,16,349840,0,['Müslüm Gürses'],['4cMwyqmHCwJjRZ3frIVHTr'],1990-07-17,0.398,0.643,7,-5.687,0,0.0361,0.629,0.00064,0.375,0.461,85.964,4
31AN6vr50cCDayj56chxSF,Narrow Daylight,47,211547,0,['Diana Krall'],['5z1VAFwT35EVvCp1XlZZuL'],2004-01-01,0.592,0.193,10,-13.165,1,0.0284,0.848,5.84e-06,0.122,0.258,87.171,4
4UGgUuiM1YOeEShIoZDTzb,ライトスタンド,52,245933,0,['Berry Goodman'],['4PFC7IPuGWwwYQUuuvSnrw'],2015-07-29,0.726,0.856,8,-4.749,1,0.122,0.441,0.0,0.16,0.782,97.031,4
7agZZgpjabtFRODXgmQdjG,還,25,247173,0,['Stephanie Cheng'],['6qAoh45c4dsSqxNhp845SQ'],2009-07-31,0.442,0.294,10,-11.585,1,0.0291,0.797,0.0,0.122,0.191,135.633,4
66vmIrIjFzp0IyV983lmEr,A Shot of Rhythm and Blues - 2002 Remaster,10,130973,0,['Gerry & The Pacemakers'],['3UmBeGyNwr4iDWi1vTxWi8'],2008-02-11,0.458,0.856,4,-7.109,1,0.0363,0.263,0.0,0.238,0.965,138.64,4
5JczeVRLIKC6W9ibRg4ouU,Hos Jesus,22,219933,0,"['Ulf Christiansson', 'Fredrik Christiansson', 'Viktoria Christiansson', 'Jonas Sjoblom', 'Hasse Jonsson', 'Lars Ahgnell', 'Jerd Samuelsson', 'Lars Ekberg', 'Kjell Bjurling', 'Klas Anderhell']","['14dnSBT7oYepXKo7iqsq58', '3zPERvfJQOwvsKfLqdKCHU', '5XU3wZS4Ho9xF0yNvNcGcR', '4FlaQZxyWbO6u55KHw1rum', '62m743TKKBYzD4EWHqT9Lw', '1bjjpnW6tlTJWNqeCHUsK2', '0apZc61hzsCMZRs01HELmM', '7rLhNygxylu5jL1coRxUfi', '6iOXJFejNv9EnY8Fiz74Mv', '46LLsicnOQ4HXc2EkgO6Uv']",1999-05-01,0.641,0.543,9,-9.185,1,0.0279,0.598,4.68e-05,0.166,0.462,91.978,4
4AmAVNttxbLUfykZrOkbsc,I Know (feat. Logi Pedro),20,195982,0,"['Sturla Atlas', 'Logi Pedro']","['7yuLFZmY5CuPf81al33Ot2', '1FiwIhKqE7vKkRLj1Ict4H']",2017-07-26,0.713,0.564,0,-7.014,0,0.0329,0.0859,1.27e-06,0.352,0.367,113.983,4
28iU6pVqc0wemt4NAYz0bq,019 - und der Teufelsberg - Teil 32,36,57333,0,['Die drei ???'],['3meJIgRw7YleJrmbpbJK6S'],1980-10-04,0.636,0.551,10,-11.265,1,0.933,0.625,0.0,0.298,0.645,103.682,3
3UFnHBPaPkZhe04IqqlUcn,No more perfume on you,43,210678,0,['TEEN TOP'],['3offPqpKAKmpQkIdWnjzkc'],2011-07-26,0.591,0.872,8,-3.427,0,0.0411,0.00507,0.0,0.108,0.768,130.018,4
0onhXOkOp6hunyefRZLDtY,Dead or Alive - Live 2016,3,208585,0,['The Busters'],['2wCh75gIAQ5Ed9UGiqLBMB'],2016-12-23,0.565,0.891,10,-5.125,1,0.0718,0.064,8.56e-06,0.868,0.618,110.056,4
1iLNbgBClMeawJzYSxc4K7,Harley Davidson,35,149933,0,['Brigitte Bardot'],['1q24xIsAD7JZuVkTLR9TJy'],1999-01-01,0.741,0.665,5,-12.811,0,0.0873,0.0417,9.77e-05,0.194,0.837,126.27,4
5sgM6SViy1nfLgg8aVsl7i,Viinaa Tsat Tsat Tsaa,25,161867,0,['Eppu Normaali'],['6KbCFHgM4basg1TvK3oEzv'],1991-01-01,0.467,0.978,0,-5.131,1,0.0325,0.0023,0.00359,0.144,0.828,101.286,4
7AsFFiQEozWPh4BiHTTwkN,Deixa Acontecer,56,253507,0,['Grupo Revelação'],['7yQrcdkLdBAkV7yY9fF2Hw'],2001-01-12,0.589,0.62,11,-9.272,0,0.0355,0.569,0.0,0.0878,0.714,88.807,4
0809RpHic1xrZzh9CT4wXo,Over Funk - 2006 Remaster,47,178360,0,['Red Hot Chili Peppers'],['0L8ExT028jH3ddEcZwqJJ5'],1999-06-08,0.628,0.918,6,-3.431,0,0.0326,0.00719,0.452,0.0353,0.735,99.057,4
76zG6bqb265HhGUCoDChNo,Lady (You Bring Me Up),31,243240,0,['Commodores'],['6twIAGnYuIT1pncMAsXnEm'],1985,0.865,0.551,0,-11.508,0,0.0406,0.124,0.00041,0.0853,0.818,120.84,4
4BITFC4lrPVAUfwxYuak7v,Asleep From Day,48,287227,0,['The Chemical Brothers'],['1GhPHrq36VKCY3ucVaZCfo'],1999-01-01,0.516,0.574,4,-9.8,1,0.028,0.581,0.575,0.185,0.274,136.992,4
7MrvYCvfi05tqFa55rDa9g,Morgane de toi,21,371933,0,['Renaud'],['15uNxh8omvRvH71kcdIe2r'],1995-01-01,0.587,0.46,2,-11.805,1,0.0258,0.288,7.79e-06,0.0862,0.409,103.562,4
0ajbWuhSM89dptfsnDICLI,Sajan Ki Ho Gayi Gori,1,173227,0,"['Geeta Dutt', 'Manna Dey']","['0QsbYX8XslSSUcztc6u4pO', '4kcoiVXIxvUoLUoHY1vJYU']",1955-12-31,0.498,0.427,3,-6.679,1,0.0473,0.973,0.0,0.0987,0.875,190.176,3
5DgZ35AbLORuRtJxAFfKeo,La Tercera Carta,41,205636,0,['Mercedes Castro'],['0CZHGs5YoJggljCPh3a7bK'],1991-12-19,0.366,0.246,9,-12.944,1,0.0381,0.427,0.0,0.0601,0.872,176.211,3
4vihM2Ayt1pdqjLJSnZVXY,心曲,19,190983,0,['于櫻櫻'],['5Z3KfAPxgkltTbuKmRjazQ'],1978,0.447,0.173,9,-15.735,0,0.0346,0.978,0.000274,0.208,0.404,130.697,4
5FSVvQHxxGTDA7BfzMa86G,Tengo un Te Quiero,23,193000,0,['Perlita de Huelva'],['5zTPEWVkwm8Bl7ORmaPyyk'],1990-08-03,0.518,0.582,9,-5.658,0,0.0421,0.75,0.0,0.607,0.842,121.78,4
4hk6ULodyHQSUOY9YmWio2,Zuby,11,132867,0,['E!E'],['0n4OWH3G70Pn7HgO9uHfSE'],1999-10-16,0.24,0.992,0,-3.762,1,0.114,0.000189,2.64e-06,0.286,0.478,186.16,4
5QqZkKimXsr9kU4MXErICo,Hlas Krve,18,249773,0,['Arakain'],['2V56RPfzXPhku6Qm3B2Zdr'],1996-02-19,0.686,0.661,8,-8.349,1,0.0304,0.000676,0.00158,0.0852,0.198,120.081,4
6gX5dCwwNvnUJK1z2xf8em,Borsalino Swing - From Borsalino & Co,20,187839,0,['Claude Bolling'],['17YFYixTwkosluOZZJWhjb'],1974,0.469,0.348,1,-11.375,1,0.0413,0.845,0.926,0.488,0.579,159.038,4
3pX3SNvMTCPtBEnwXSiFkI,If You All Get to Heaven,34,317067,0,['Sananda Maitreya'],['6RGxLsQUoGk5PLyMVwb3yE'],1987-07-06,0.667,0.517,6,-13.332,1,0.0775,0.111,2.56e-06,0.217,0.511,89.023,4
2TpykXfYPnWG9Wa4JC689I,048 - und die gefährlichen Fässer - Teil 32,35,71973,0,['Die drei ???'],['3meJIgRw7YleJrmbpbJK6S'],1989-11-25,0.713,0.857,6,-8.78,1,0.878,0.401,0.0,0.339,0.229,93.712,1
4TNbNQU4A6UnbckG5FDHge,Willow Weep For Me,27,274867,0,['Wes Montgomery'],['03YhcM6fxypfwckPCQV8pQ'],1967-01-01,0.66,0.374,5,-16.309,1,0.0457,0.508,0.00283,0.0794,0.475,108.182,3
0YX1LD94HnSZXNUmLr9NZZ,Jag ska ge dej tusen rosor,16,151560,0,['Thor Görans'],['7AkMxwbys7TRGJVepmRXky'],1990,0.497,0.782,8,-6.772,1,0.0307,0.228,0.000269,0.26,0.894,143.96,4
0Bz14I0xW0NvdSJyVtUySu,Moncler,41,203588,0,['MELO'],['4FHSjUpacxrQeyXkOyX6hz'],2021-04-02,0.766,0.601,5,-8.889,0,0.061,0.0384,8.9e-06,0.151,0.18,91.044,4
1TZZuAhC2thk29FkPxJY8n,Mr. Satan,6,108173,0,['Thurston Harris'],['61VpPyyJn2bitby8tbafzT'],1959-03-10,0.694,0.991,2,2.468,1,0.109,0.797,0.000489,0.0996,0.916,117.97,4
34HdnP6vGMrIuOK7bcIW88,祝我生日快樂,45,258573,0,['Landy Wen'],['3yMtvgD2LCo6Ws4Z08fTFj'],2004-07-06,0.573,0.304,4,-8.881,1,0.0255,0.731,0.0,0.0949,0.225,74.0,4
7Gk2E3Qx5bQb2KNPZvyfhQ,Haayi Haayiga,11,383147,0,"['Ghantasala', 'Jikki']","['2spmKkD1aaIwksnFrAghRL', '26jBvcqUUz6LCDzHeXHoEf']",1985-12-31,0.454,0.503,5,-9.479,1,0.0358,0.9,0.00296,0.225,0.727,106.025,4
6MI3b4zd07HlEgTX6zYeu3,Bailarina,16,310253,0,['Urbano Moraes'],['47JX9zT6uxhdtdcP5iyHi8'],1998-10-01,0.464,0.829,1,-5.503,0,0.063,0.84,0.00624,0.349,0.473,131.38,4
2C7Yzl61H8BE3EbK2Qk1sM,Pettävällä Jäällä - Vain Elämää Kausi 6,42,209894,0,['Nikke Ankara'],['2E5rkwWAKphgpurncaoAyn'],2017-04-21,0.686,0.658,8,-5.235,0,0.0614,0.277,0.0,0.239,0.53,111.822,4
3YMfD8u0ufPEd5JF6YMKyF,0032 - und der Ameisenmensch - Teil 11,36,64827,0,['Die drei ???'],['3meJIgRw7YleJrmbpbJK6S'],1983-03-12,0.742,0.716,5,-9.311,1,0.947,0.75,0.0,0.699,0.586,89.271,4
2qLxtO0iaFGI9x19vU3bDI,Tom Dooley,45,183973,0,['The Kingston Trio'],['3qtcbDvdIgQOXkPbtRvBaQ'],1958-06-01,0.649,0.144,4,-13.986,1,0.0418,0.806,4.55e-06,0.105,0.458,125.74,4
1XWzJnJFxnKZqc5SzbeAG6,אם אני אוהבת אותך,23,186613,0,['Meirav Feldman'],['0fM6EXMBhNWp9ZamY7ZBSk'],2007-12-01,0.557,0.727,4,-5.822,1,0.0716,0.167,0.0,0.11,0.742,150.021,4
3CTcTRguhJAsJwhXNUVVKD,Melocoton,40,100787,0,['Colette Magny'],['4cPC7jBIad7FWC01wUWTse'],1997,0.596,0.279,11,-13.441,0,0.0547,0.573,0.000538,0.13,0.494,118.914,4
5TKUlnJq6kruIiOX1yvocU,El Amor De Mi Vida,41,297427,0,['Ricky Martin'],['7slfeZO9LsJbWgpkIoXBUJ'],1991-11-26,0.573,0.314,0,-15.766,1,0.0313,0.45,0.0,0.0765,0.273,127.549,4
